Membership Type,LongTrip,Lat,Long,Year,Month,Temp,TripCount
Local31,1,30.26768,-97.74147,2020,11,63.2,2
Local31,0,30.26498,-97.7466,2021,5,72.4,22
Local31,0,30.26011,-97.73829,2021,11,58.4,25
Local31,1,30.26979,-97.7308,2020,10,69.6,6
Local31,1,30.26976,-97.75316,2021,7,80.8,54
Local31,0,30.26768,-97.74147,2020,11,63.2,11
Local31,0,30.26768,-97.74147,2021,6,80.3,26
Local31,0,30.26024,-97.77379,2022,2,46.8,11
Local31,0,30.26976,-97.75316,2020,11,63.2,19
Local31,0,30.28978,-97.74026,2021,6,80.3,5
Local31,0,30.26709,-97.73933,2021,4,65.2,5
Local31,1,30.26805,-97.7428,2021,2,47.4,7
Local31,0,30.26979,-97.7308,2022,1,47.2,10
Local31,1,30.26011,-97.73829,2020,11,63.2,12
Local31,1,30.27486,-97.76484,2021,10,71.4,21
Local31,0,30.26709,-97.73933,2022,1,47.2,2
Local31,1,30.24251,-97.71755,2021,12,62.7,35
Local31,0,30.26933,-97.74736,2021,4,65.2,15
Local31,1,30.24251,-97.71755,2021,10,71.4,74
Local31,1,30.28365,-97.73955,2020,12,52.4,8
Local31,1,30.28347,-97.73743,2020,10,69.6,5
Local31,1,30.26024,-97.77379,2021,12,62.7,15
Local31,0,30.28382,-97.74196,2021,1,52.4,14
Local31,1,30.28978,-97.74026,2021,10,71.4,24
Local31,0,30.28533,-97.74652,2022,2,46.8,9
Local31,0,30.28533,-97.74652,2020,10,69.6,23
Local31,1,30.27363,-97.75168,2021,4,65.2,27
Local31,1,30.28978,-97.74026,2021,6,80.3,10
Local31,1,30.26256,-97.76215,2020,12,52.4,9
Local31,0,30.26709,-97.73933,2020,12,52.4,4
Local31,0,30.27486,-97.76484,2021,11,58.4,24
Local31,0,30.28978,-97.74026,2020,11,63.2,2
Local31,1,30.28533,-97.74652,2021,3,62.4,35
Local31,0,30.27363,-97.75168,2021,6,80.3,27
Local31,1,30.24329,-97.72277,2020,10,69.6,22
Local31,0,30.25578,-97.73991,2021,3,62.4,25
Local31,1,30.27947,-97.74479,2020,10,69.6,25
Local31,0,30.26805,-97.7428,2020,11,63.2,13
Local31,0,30.26024,-97.77379,2021,2,47.4,4
Local31,0,30.26476,-97.73152,2021,5,72.4,43
Local31,0,30.24251,-97.71755,2020,10,69.6,5
Local31,1,30.25527,-97.71635,2021,10,71.4,5
Local31,1,30.28668,-97.7448,2020,11,63.2,29
Local31,1,30.26043,-97.73935,2021,10,71.4,14
Local31,1,30.27206,-97.73866,2021,4,65.2,11
Local31,1,30.26619,-97.743477,2022,1,47.2,41
Local31,0,30.28947,-97.73681,2021,12,62.7,10
Local31,0,30.24892,-97.74992,2020,12,52.4,7
Local31,1,30.2425,-97.71722,2021,7,80.8,58
Local31,0,30.268999,-97.766563,2020,11,63.2,15
Local31,0,30.24329,-97.72277,2021,6,80.3,8
Local31,0,30.28382,-97.74196,2021,2,47.4,18
Local31,1,30.26686,-97.74945,2020,9,77,27
Local31,0,30.26386,-97.76365,2021,1,52.4,5
Local31,0,30.28347,-97.73743,2021,3,62.4,16
Local31,1,30.28347,-97.73743,2021,5,72.4,7
Local31,0,30.27947,-97.74479,2021,1,52.4,6
Local31,1,30.26386,-97.76365,2021,7,80.8,12
Local31,1,30.28365,-97.73955,2021,1,52.4,10
Local31,1,30.26386,-97.76365,2021,9,78.9,10
Local31,0,30.27363,-97.75168,2021,2,47.4,1
Local31,1,30.26498,-97.7466,2021,3,62.4,14
Local31,0,30.27947,-97.74479,2021,5,72.4,14
Local31,1,30.26805,-97.7428,2021,10,71.4,91
Local31,0,30.26256,-97.76215,2021,8,82.2,4
Local31,1,30.29058,-97.7429,2021,11,58.4,131
Local31,0,30.26011,-97.73829,2021,6,80.3,29
Local31,0,30.28365,-97.73955,2021,1,52.4,2
Local31,0,30.28365,-97.73955,2021,12,62.7,7
Local31,1,30.26887,-97.72432,2021,12,62.7,8
Local31,1,30.26011,-97.73829,2021,6,80.3,10
Local31,1,30.26709,-97.73933,2020,9,77,1
Local31,1,30.24251,-97.71755,2021,4,65.2,77
Local31,1,30.26458,-97.75716,2021,10,71.4,36
Local31,0,30.26458,-97.75716,2021,4,65.2,13
Local31,0,30.26686,-97.74945,2020,9,77,21
Local31,1,30.26256,-97.76215,2021,7,80.8,1
Local31,0,30.2425,-97.71722,2022,1,47.2,8
Local31,0,30.28978,-97.74026,2021,10,71.4,59
Local31,1,30.26396,-97.73363,2021,2,47.4,23
Local31,0,30.28533,-97.74652,2021,11,58.4,28
Local31,0,30.27486,-97.76484,2021,9,78.9,9
Local31,0,30.26024,-97.77379,2021,10,71.4,14
Local31,1,30.26498,-97.7466,2020,12,52.4,7
Local31,1,30.26979,-97.7308,2020,11,63.2,6
Local31,1,30.26768,-97.74147,2021,4,65.2,2
Local31,0,30.28365,-97.73955,2021,4,65.2,2
Local31,0,30.26686,-97.74945,2021,4,65.2,12
Local31,0,30.24251,-97.71755,2021,7,80.8,13
Local31,1,30.24892,-97.74992,2021,1,52.4,11
Local31,1,30.26805,-97.7428,2021,5,72.4,13
Local31,1,30.26043,-97.73935,2021,8,82.2,11
Local31,0,30.25527,-97.71635,2020,12,52.4,3
Local31,1,30.27947,-97.74479,2020,9,77,10
Local31,1,30.24251,-97.71755,2022,2,46.8,59
Local31,0,30.24251,-97.71755,2021,8,82.2,14
Local31,1,30.26396,-97.73363,2021,10,71.4,51
Local31,1,30.25527,-97.71635,2021,1,52.4,7
Local31,1,30.26235,-97.72452,2021,6,80.3,22
Local31,1,30.26709,-97.73933,2021,3,62.4,4
Local31,1,30.27947,-97.74479,2021,4,65.2,25
Local31,1,30.28347,-97.73743,2021,12,62.7,8
Local31,0,30.26976,-97.75316,2021,3,62.4,32
Local31,0,30.28533,-97.74652,2021,6,80.3,74
Local31,1,30.25527,-97.71635,2020,12,52.4,1
Local31,0,30.26933,-97.74736,2021,6,80.3,16
Local31,1,30.26979,-97.7308,2022,1,47.2,3
Local31,0,30.26708,-97.75014,2021,10,71.4,78
Local31,1,30.27486,-97.76484,2021,2,47.4,11
Local31,1,30.268999,-97.766563,2021,10,71.4,5
Local31,1,30.26024,-97.77379,2021,8,82.2,8
Local31,0,30.26386,-97.76365,2021,9,78.9,28
Local31,0,30.28668,-97.7448,2021,9,78.9,12
Local31,1,30.26024,-97.77379,2021,4,65.2,6
Local31,1,30.24329,-97.72277,2022,1,47.2,21
Local31,1,30.26709,-97.73933,2021,8,82.2,1
Local31,0,30.25578,-97.73991,2022,2,46.8,21
Local31,0,30.28947,-97.73681,2021,6,80.3,11
Local31,0,30.26979,-97.7308,2020,9,77,2
Local31,0,30.26458,-97.75716,2021,11,58.4,18
Local31,0,30.26887,-97.72432,2021,8,82.2,2
Local31,1,30.268999,-97.766563,2021,5,72.4,28
Local31,1,30.26619,-97.743477,2020,11,63.2,7
Local31,1,30.24251,-97.71755,2021,5,72.4,84
Local31,0,30.26993,-97.74212,2021,10,71.4,11
Local31,1,30.26979,-97.7308,2021,10,71.4,8
Local31,0,30.27947,-97.74479,2021,4,65.2,5
Local31,1,30.26805,-97.7428,2021,3,62.4,10
Local31,0,30.26011,-97.73829,2020,11,63.2,13
Local31,0,30.24892,-97.74992,2021,6,80.3,12
Local31,1,30.25116,-97.74908,2021,6,80.3,5
Local31,1,30.28382,-97.74196,2021,5,72.4,43
Local31,1,30.28365,-97.73955,2022,1,47.2,11
Local31,1,30.27947,-97.74479,2020,12,52.4,30
Local31,1,30.26933,-97.74736,2020,11,63.2,25
Local31,1,30.28365,-97.73955,2021,11,58.4,8
Local31,0,30.29058,-97.7429,2021,11,58.4,53
Local31,0,30.29058,-97.7429,2022,1,47.2,45
Local31,1,30.28347,-97.73743,2022,2,46.8,39
Local31,0,30.26979,-97.7308,2021,7,80.8,2
Local31,1,30.26386,-97.76365,2021,4,65.2,20
Local31,1,30.27363,-97.75168,2021,3,62.4,35
Local31,0,30.26235,-97.72452,2020,12,52.4,11
Local31,0,30.28382,-97.74196,2021,5,72.4,71
Local31,1,30.26011,-97.73829,2020,10,69.6,7
Local31,0,30.26476,-97.73152,2022,1,47.2,14
Local31,1,30.26993,-97.74212,2021,5,72.4,4
Local31,0,30.26979,-97.7308,2022,2,46.8,9
Local31,0,30.29058,-97.7429,2020,12,52.4,22
Local31,0,30.26386,-97.76365,2021,4,65.2,8
Local31,0,30.26979,-97.7308,2021,3,62.4,14
Local31,0,30.28382,-97.74196,2022,2,46.8,24
Local31,0,30.2425,-97.71722,2021,9,78.9,12
Local31,1,30.26619,-97.743477,2021,6,80.3,19
Local31,1,30.24329,-97.72277,2021,3,62.4,25
Local31,1,30.28978,-97.74026,2021,4,65.2,5
Local31,1,30.28668,-97.7448,2021,8,82.2,21
Local31,0,30.26768,-97.74147,2021,1,52.4,10
Local31,0,30.24892,-97.74992,2022,1,47.2,3
Local31,1,30.26686,-97.74945,2021,10,71.4,95
Local31,0,30.27363,-97.75168,2021,8,82.2,26
Local31,0,30.26396,-97.73363,2022,1,47.2,39
Local31,0,30.2425,-97.71722,2021,2,47.4,4
Local31,0,30.26887,-97.72432,2021,6,80.3,5
Local31,0,30.28533,-97.74652,2021,9,78.9,53
Local31,1,30.26768,-97.74147,2021,5,72.4,13
Local31,1,30.26976,-97.75316,2020,10,69.6,39
Local31,1,30.27947,-97.74479,2021,11,58.4,111
Local31,0,30.268999,-97.766563,2021,5,72.4,11
Local31,0,30.26043,-97.73935,2020,12,52.4,4
Local31,0,30.27206,-97.73866,2021,4,65.2,4
Local31,0,30.25116,-97.74908,2020,11,63.2,5
Local31,1,30.26979,-97.7308,2021,1,52.4,22
Local31,1,30.27206,-97.73866,2021,1,52.4,37
Local31,1,30.26686,-97.74945,2021,9,78.9,83
Local31,0,30.26993,-97.74212,2021,7,80.8,19
Local31,1,30.25578,-97.73991,2021,7,80.8,31
Local31,1,30.28365,-97.73955,2021,10,71.4,7
Local31,0,30.27947,-97.74479,2021,3,62.4,8
Local31,0,30.26498,-97.7466,2021,11,58.4,24
Local31,0,30.26458,-97.75716,2021,5,72.4,21
Local31,0,30.2425,-97.71722,2021,11,58.4,19
Local31,1,30.26256,-97.76215,2021,8,82.2,11
Local31,0,30.26708,-97.75014,2021,4,65.2,36
Local31,1,30.26619,-97.743477,2022,2,46.8,70
Local31,1,30.26933,-97.74736,2020,9,77,3
Local31,1,30.26476,-97.73152,2021,1,52.4,9
Local31,0,30.26011,-97.73829,2021,5,72.4,38
Local31,1,30.26235,-97.72452,2020,12,52.4,3
Local31,0,30.26708,-97.75014,2021,3,62.4,49
Local31,1,30.26476,-97.73152,2021,6,80.3,30
Local31,1,30.26976,-97.75316,2021,11,58.4,73
Local31,1,30.27206,-97.73866,2020,10,69.6,22
Local31,1,30.26476,-97.73152,2022,1,47.2,22
Local31,1,30.24892,-97.74992,2021,5,72.4,15
Local31,0,30.26887,-97.72432,2021,12,62.7,9
Local31,0,30.27206,-97.73866,2020,9,77,7
Local31,1,30.26256,-97.76215,2021,5,72.4,7
Local31,0,30.26235,-97.72452,2020,11,63.2,28
Local31,1,30.26256,-97.76215,2022,1,47.2,11
Local31,1,30.264299,-97.744202,2020,10,69.6,15
Local31,1,30.26386,-97.76365,2020,9,77,15
Local31,0,30.26709,-97.73933,2021,6,80.3,8
Local31,1,30.28533,-97.74652,2021,10,71.4,62
Local31,1,30.26256,-97.76215,2021,2,47.4,1
Local31,0,30.26476,-97.73152,2021,4,65.2,32
Local31,0,30.24329,-97.72277,2022,2,46.8,9
Local31,1,30.26476,-97.73152,2021,8,82.2,15
Local31,0,30.24251,-97.71755,2021,4,65.2,20
Local31,0,30.28978,-97.74026,2021,4,65.2,3
Local31,1,30.2425,-97.71722,2020,9,77,24
Local31,0,30.26976,-97.75316,2021,9,78.9,28
Local31,0,30.268999,-97.766563,2021,12,62.7,4
Local31,1,30.27206,-97.73866,2021,2,47.4,11
Local31,0,30.26386,-97.76365,2020,10,69.6,6
Local365,1,30.264341,-97.740441,2018,3,64.7,29
Local365,0,30.25527,-97.71635,2019,11,56.8,1
Local365,1,30.26458,-97.75716,2020,9,77,114
Local365,1,30.25578,-97.73991,2017,1,55.4,23
Local365,0,30.26708,-97.75014,2018,9,80.4,99
Local365,0,30.27633,-97.7412,2015,8,84.2,4
Local365,0,30.26805,-97.7428,2017,3,67.4,89
Local365,1,30.28533,-97.74652,2019,9,85.3,4
Local365,1,30.26933,-97.74736,2019,11,56.8,3
Local365,0,30.27691,-97.75156,2015,6,79.1,22
Local365,1,30.25527,-97.71635,2018,10,69.5,4
Local365,0,30.26993,-97.74212,2016,6,82,71
Local365,1,30.27631,-97.74476,2019,5,77.3,2
Local365,1,30.28365,-97.73955,2020,8,87,15
Local365,1,30.26871,-97.72795,2015,3,58.2,13
Local365,1,30.26976,-97.75316,2021,5,72.4,31
Local365,1,30.27267,-97.74083,2018,6,85.4,7
Local365,0,30.27646,-97.7719,2018,3,64.7,16
Local365,0,30.25627,-97.71013,2016,9,80.5,36
Local365,0,30.25891,-97.74624,2017,11,63.9,18
Local365,0,30.27267,-97.74083,2017,12,50.4,25
Local365,0,30.26979,-97.7308,2017,2,63.7,100
Local365,0,30.26719,-97.74695,2016,8,83,158
Local365,0,30.23949,-97.76535,2018,8,86.6,81
Local365,1,30.27631,-97.74476,2018,7,86.2,3
Local365,0,30.24892,-97.74992,2015,12,55.2,16
Local365,1,30.26768,-97.74147,2020,4,67.2,1
Local365,1,30.25976,-97.74932,2018,2,55.5,16
Local365,1,30.26539,-97.74801,2017,3,67.4,51
Local365,0,30.26709,-97.73933,2017,4,70.7,19
Local365,1,30.2425,-97.71722,2020,2,52.5,15
Local365,0,30.26709,-97.73933,2019,1,50.1,3
Local365,0,30.26873,-97.74521,2016,3,63.5,52
Local365,1,30.26709,-97.73933,2016,5,73.5,2
Local365,1,30.26871,-97.72795,2016,9,80.5,19
Local365,1,30.2603,-97.71864,2018,2,55.5,15
Local365,1,30.25893,-97.71469,2018,9,80.4,10
Local365,0,30.26204,-97.76143,2017,10,68.7,55
Local365,1,30.28668,-97.7448,2020,4,67.2,9
Local365,1,30.25893,-97.71469,2015,7,83.1,8
Local365,0,30.26539,-97.74801,2017,3,67.4,126
Local365,0,30.26396,-97.73363,2020,11,63.2,4
Local365,0,30.28668,-97.7448,2019,7,84.2,9
Local365,0,30.26498,-97.7466,2016,10,73.3,299
Local365,0,30.26805,-97.7428,2019,11,56.8,38
Local365,1,30.26709,-97.73933,2016,3,63.5,27
Local365,1,30.25218,-97.7487,2016,7,86.4,12
Local365,1,30.27633,-97.7412,2016,8,83,1
Local365,0,30.26291,-97.75765,2015,11,61,48
Local365,1,30.28947,-97.73681,2021,7,80.8,34
Local365,1,30.26386,-97.76365,2020,7,86.5,72
Local365,1,30.25527,-97.71635,2016,6,82,7
Local365,1,30.26396,-97.73363,2017,10,68.7,27
Local365,1,30.26887,-97.72432,2021,4,65.2,7
Local365,0,30.24329,-97.72277,2019,11,56.8,19
Local365,0,30.24892,-97.74992,2016,8,83,29
Local365,1,30.25116,-97.74908,2015,12,55.2,3
Local365,1,30.27646,-97.7719,2017,2,63.7,34
Local365,0,30.26498,-97.7466,2017,8,84.4,147
Local365,1,30.28365,-97.73955,2021,1,52.4,14
Local365,0,30.26924,-97.73968,2016,9,80.5,32
Local365,0,30.26993,-97.74212,2018,9,80.4,25
Local365,0,30.24329,-97.72277,2019,5,77.3,3
Local365,1,30.26458,-97.75716,2016,11,64.6,27
Local365,0,30.27646,-97.7719,2017,12,50.4,12
Local365,1,30.26458,-97.75716,2016,8,83,34
Local365,0,30.27329,-97.73821,2016,11,64.6,16
Local365,1,30.25866,-97.74848,2016,8,83,6
Local365,0,30.26873,-97.74521,2018,1,46.6,23
Local365,1,30.27329,-97.73821,2015,1,46,1
Local365,0,30.24892,-97.74992,2015,6,79.1,17
Local365,1,30.27267,-97.74083,2019,4,68.2,1
Local365,0,30.25527,-97.71635,2017,2,63.7,8
Local365,1,30.23949,-97.76535,2016,3,63.5,64
Local365,1,30.26993,-97.74212,2017,11,63.9,7
Local365,0,30.26719,-97.74695,2015,11,61,74
Local365,1,30.26708,-97.75014,2015,3,58.2,17
Local365,0,30.26498,-97.7466,2019,7,84.2,38
Local365,1,30.26719,-97.74695,2017,6,83.4,9
Local365,1,30.24892,-97.74992,2016,1,49.3,44
Local365,0,30.28585,-97.74182,2016,6,82,33
Local365,1,30.27363,-97.75168,2021,9,78.9,18
Local365,1,30.264341,-97.740441,2015,9,80.5,7
Local365,0,30.2598,-97.72341,2017,7,86.9,20
Local365,1,30.28347,-97.73743,2020,2,52.5,47
Local365,1,30.26386,-97.76365,2019,7,84.2,16
Local365,1,30.29058,-97.7429,2021,2,47.4,67
Local365,1,30.26686,-97.74945,2017,6,83.4,16
Local365,0,30.26873,-97.74521,2016,7,86.4,111
Local365,1,30.260241,-97.753822,2016,10,73.3,19
Local365,1,30.26458,-97.75716,2018,4,64.8,30
Local365,0,30.26204,-97.76143,2015,1,46,30
Local365,1,30.26924,-97.73968,2015,1,46,5
Local365,1,30.26024,-97.77379,2020,9,77,13
Local365,0,30.26011,-97.73829,2017,1,55.4,103
Local365,1,30.26204,-97.76143,2019,2,56,4
Local365,0,30.26686,-97.74945,2021,6,80.3,79
Local365,1,30.2642,-97.73294,2015,3,58.2,26
Local365,1,30.28347,-97.73743,2020,12,52.4,10
Local365,0,30.264299,-97.744202,2018,10,69.5,22
Local365,0,30.26396,-97.73363,2015,9,80.5,74
Local365,0,30.26924,-97.73968,2014,12,53.3,48
Local365,0,30.27329,-97.73821,2017,4,70.7,7
Local365,1,30.24329,-97.72277,2019,2,56,1
Local365,0,30.24329,-97.72277,2017,6,83.4,29
Local365,0,30.27329,-97.73821,2019,2,56,13
Local365,1,30.27206,-97.73866,2018,2,55.5,2
Local365,0,30.264299,-97.744202,2015,10,71.9,144
Local365,1,30.26024,-97.77379,2021,8,82.2,16
Local365,1,30.26709,-97.73933,2016,10,73.3,3
Local365,0,30.28382,-97.74196,2019,12,52.6,38
Local365,0,30.25116,-97.74908,2020,10,69.6,7
Local365,0,30.26256,-97.76215,2016,9,80.5,9
Local365,1,30.26011,-97.73829,2021,11,58.4,46
Local365,1,30.25893,-97.71469,2019,2,56,18
Local365,0,30.2598,-97.72341,2017,1,55.4,26
Local365,0,30.27972,-97.74232,2017,5,75.5,37
Local365,1,30.26498,-97.7466,2019,3,58.6,14
Local365,0,30.26933,-97.74736,2016,9,80.5,98
Local365,0,30.27329,-97.73821,2015,2,49.2,8
Local365,0,30.28947,-97.73681,2019,7,84.2,5
Local365,0,30.26256,-97.76215,2021,4,65.2,12
Local365,0,30.26979,-97.7308,2019,11,56.8,14
Local365,0,30.25578,-97.73991,2017,12,50.4,78
Local365,1,30.27972,-97.74232,2017,1,55.4,11
Local365,1,30.26043,-97.73935,2021,12,62.7,1
Local365,0,30.26719,-97.74695,2016,7,86.4,149
Local365,1,30.264341,-97.740441,2015,7,83.1,1
Local365,1,30.28382,-97.74196,2016,6,82,3
Local365,0,30.260241,-97.753822,2018,7,86.2,52
Local365,1,30.28947,-97.73681,2021,12,62.7,4
Local365,1,30.26539,-97.74801,2017,9,78.3,30
Local365,1,30.26458,-97.75716,2019,12,52.6,19
Local365,0,30.27206,-97.73866,2019,1,50.1,9
Local365,1,30.25527,-97.71635,2020,6,81.5,12
Local365,1,30.24251,-97.71755,2021,1,52.4,28
Local365,1,30.26708,-97.75014,2016,10,73.3,41
Local365,0,30.24251,-97.71755,2019,9,85.3,2
Local365,1,30.26979,-97.7308,2018,4,64.8,7
Local365,0,30.27646,-97.7719,2016,7,86.4,34
Local365,0,30.26458,-97.75716,2021,8,82.2,18
Local365,0,30.26708,-97.75014,2015,5,74,215
Local365,0,30.28382,-97.74196,2019,9,85.3,48
Local365,1,30.27206,-97.73866,2020,11,63.2,29
Local365,1,30.26993,-97.74212,2018,4,64.8,11
Local365,1,30.25578,-97.73991,2017,4,70.7,71
Local365,1,30.25627,-97.71013,2017,5,75.5,14
Local365,0,30.26024,-97.77379,2021,3,62.4,13
Local365,1,30.25578,-97.73991,2015,11,61,20
Local365,1,30.2603,-97.71864,2018,5,79.2,40
Local365,1,30.26709,-97.73933,2020,4,67.2,4
Local365,0,30.26396,-97.73363,2019,9,85.3,56
Local365,1,30.28668,-97.7448,2019,11,56.8,6
Local365,1,30.26043,-97.73935,2020,11,63.2,7
Local365,1,30.26805,-97.7428,2019,11,56.8,1
Local365,1,30.28347,-97.73743,2021,1,52.4,37
Local365,0,30.26498,-97.7466,2019,4,68.2,51
Local365,1,30.27633,-97.7412,2017,3,67.4,2
Local365,0,30.27584,-97.74733,2015,5,74,18
Local365,0,30.28585,-97.74182,2018,2,55.5,17
Local365,1,30.28365,-97.73955,2020,7,86.5,9
Local365,1,30.2425,-97.71722,2021,11,58.4,24
Local365,0,30.24892,-97.74992,2021,9,78.9,16
Local365,0,30.26709,-97.73933,2015,1,46,21
Local365,0,30.27329,-97.73821,2016,8,83,19
Local365,0,30.26887,-97.72432,2021,1,52.4,10
Local365,1,30.26805,-97.7428,2021,8,82.2,63
Local365,1,30.25976,-97.74932,2016,11,64.6,22
Local365,0,30.25116,-97.74908,2020,12,52.4,3
Local365,1,30.26204,-97.76143,2016,10,73.3,49
Local365,1,30.25527,-97.71635,2021,6,80.3,16
Local365,0,30.26976,-97.75316,2017,3,67.4,265
Local365,0,30.26235,-97.72452,2021,1,52.4,5
Local365,0,30.2603,-97.71864,2016,1,49.3,72
Local365,0,30.26396,-97.73363,2022,2,46.8,26
Local365,0,30.25891,-97.74624,2018,9,80.4,7
Local365,1,30.26386,-97.76365,2021,8,82.2,24
Local365,0,30.27206,-97.73866,2020,4,67.2,8
Local365,1,30.27947,-97.74479,2021,10,71.4,24
Local365,1,30.26768,-97.74147,2016,3,63.5,22
Local365,1,30.26235,-97.72452,2020,10,69.6,10
Local365,0,30.26933,-97.74736,2021,6,80.3,20
Local365,0,30.260241,-97.753822,2017,11,63.9,100
Local365,1,30.26458,-97.75716,2017,7,86.9,42
Local365,1,30.26708,-97.75014,2017,10,68.7,44
Local365,0,30.26979,-97.7308,2017,6,83.4,49
Local365,0,30.2425,-97.71722,2020,3,67.5,11
Local365,0,30.27329,-97.73821,2017,9,78.3,2
Local365,0,30.24251,-97.71755,2019,12,52.6,1
Local365,1,30.25627,-97.71013,2015,4,69.5,25
Local365,0,30.28347,-97.73743,2019,10,69.8,359
Local365,0,30.23949,-97.76535,2017,11,63.9,167
Local365,1,30.26887,-97.72432,2020,7,86.5,1
Local365,0,30.28382,-97.74196,2015,10,71.9,50
Local365,0,30.27691,-97.75156,2015,2,49.2,24
Local365,0,30.27206,-97.73866,2021,3,62.4,56
Local365,0,30.25578,-97.73991,2021,3,62.4,49
Local365,1,30.26924,-97.73968,2016,3,63.5,15
Local365,0,30.27206,-97.73866,2021,4,65.2,48
Local365,1,30.28585,-97.74182,2017,3,67.4,9
Local365,1,30.26976,-97.75316,2019,12,52.6,11
Local365,1,30.264299,-97.744202,2019,4,68.2,1
Local365,0,30.26011,-97.73829,2017,9,78.3,88
Local365,1,30.26933,-97.74736,2020,10,69.6,8
Local365,1,30.260241,-97.753822,2015,4,69.5,11
Local365,1,30.24329,-97.72277,2019,7,84.2,7
Local365,1,30.26498,-97.7466,2021,5,72.4,26
Local365,0,30.26976,-97.75316,2015,11,61,260
Local365,0,30.26873,-97.74521,2018,7,86.2,72
Local365,1,30.26235,-97.72452,2019,7,84.2,3
Local365,1,30.27646,-97.7719,2018,2,55.5,10
Local365,0,30.26924,-97.73968,2015,2,49.2,53
Local365,0,30.25627,-97.71013,2018,6,85.4,8
Local365,0,30.26709,-97.73933,2020,12,52.4,9
Local365,1,30.27972,-97.74232,2015,8,84.2,5
Local365,1,30.26256,-97.76215,2015,6,79.1,6
Local365,1,30.25976,-97.74932,2016,6,82,15
Local365,1,30.27363,-97.75168,2019,7,84.2,38
Local365,1,30.28978,-97.74026,2021,6,80.3,21
Local365,0,30.25218,-97.7487,2015,12,55.2,49
Local365,0,30.27206,-97.73866,2019,11,56.8,5
Local365,1,30.26768,-97.74147,2018,5,79.2,10
Local365,1,30.26836,-97.73651,2016,7,86.4,9
Local365,1,30.26976,-97.75316,2019,5,77.3,8
Local365,0,30.27947,-97.74479,2021,2,47.4,83
Local365,1,30.26924,-97.73968,2015,2,49.2,4
Local365,1,30.26933,-97.74736,2018,1,46.6,9
Local365,0,30.26976,-97.75316,2018,7,86.2,128
Local365,0,30.26256,-97.76215,2018,8,86.6,8
Local365,1,30.26204,-97.76143,2017,7,86.9,21
Local365,0,30.26768,-97.74147,2021,4,65.2,47
Local365,1,30.24329,-97.72277,2021,12,62.7,26
Local365,1,30.26619,-97.743477,2016,5,73.5,13
Local365,0,30.26458,-97.75716,2021,6,80.3,25
Local365,0,30.260241,-97.753822,2018,1,46.6,84
Local365,1,30.26924,-97.73968,2017,2,63.7,6
Local365,0,30.26256,-97.76215,2019,4,68.2,6
Local365,1,30.26182,-97.73889,2015,2,49.2,1
Local365,0,30.26993,-97.74212,2021,10,71.4,34
Local365,1,30.26498,-97.7466,2021,10,71.4,29
Local365,1,30.28533,-97.74652,2020,2,52.5,1
Local365,1,30.26979,-97.7308,2017,9,78.3,10
Local365,0,30.28063,-97.73813,2017,4,70.7,61
Local365,0,30.26993,-97.74212,2021,7,80.8,23
Local365,0,30.26873,-97.74521,2016,5,73.5,61
Local365,0,30.26458,-97.75716,2017,2,63.7,102
Local365,0,30.26498,-97.7466,2021,10,71.4,73
Local365,1,30.26993,-97.74212,2018,6,85.4,3
Local365,1,30.25866,-97.74848,2017,2,63.7,9
Local365,1,30.26043,-97.73935,2021,7,80.8,10
Local365,0,30.27947,-97.74479,2019,10,69.8,56
Local365,1,30.26719,-97.74695,2016,7,86.4,17
Local365,0,30.26011,-97.73829,2018,2,55.5,69
Local365,0,30.28947,-97.73681,2020,7,86.5,8
Local365,1,30.268999,-97.766563,2017,4,70.7,12
Local365,0,30.264299,-97.744202,2020,3,67.5,20
Local365,1,30.26805,-97.7428,2017,6,83.4,13
Local365,0,30.27633,-97.7412,2016,1,49.3,14
Local365,0,30.26836,-97.73651,2015,8,84.2,40
Local365,0,30.26873,-97.74521,2018,5,79.2,50
Local365,1,30.27584,-97.74733,2015,5,74,3
Local365,0,30.27947,-97.74479,2022,1,47.2,10
Local365,0,30.26386,-97.76365,2019,9,85.3,1
Local365,0,30.25627,-97.71013,2018,8,86.6,7
Local365,1,30.26539,-97.74801,2019,4,68.2,26
Local365,1,30.26498,-97.7466,2017,2,63.7,30
Local365,1,30.26979,-97.7308,2019,11,56.8,1
Local365,0,30.268999,-97.766563,2021,11,58.4,3
Local365,1,30.27329,-97.73821,2015,9,80.5,3
Local365,1,30.26993,-97.74212,2018,3,64.7,13
Local365,1,30.26396,-97.73363,2019,11,56.8,12
Local365,0,30.26976,-97.75316,2021,8,82.2,63
Local365,1,30.25866,-97.74848,2015,5,74,8
Local365,0,30.26708,-97.75014,2020,8,87,85
Local365,0,30.26458,-97.75716,2019,11,56.8,18
Local365,1,30.26458,-97.75716,2020,6,81.5,45
Local365,1,30.27143,-97.74007,2015,10,71.9,1
Local365,1,30.25527,-97.71635,2018,3,64.7,13
Local365,1,30.24251,-97.71755,2021,12,62.7,23
Local365,1,30.26011,-97.73829,2020,4,67.2,7
Local365,0,30.26619,-97.743477,2017,2,63.7,215
Local365,0,30.25527,-97.71635,2017,9,78.3,6
Local365,1,30.27972,-97.74232,2018,6,85.4,16
Local365,1,30.28382,-97.74196,2017,11,63.9,2
Local365,1,30.27947,-97.74479,2020,2,52.5,4
Local365,0,30.26933,-97.74736,2021,4,65.2,23
